date_time,Station_ID,WS_62_mean,WS_62_min,WS_62_max,WS_62_stdv,WS_60_mean,WS_60_min,WS_60_max,WS_60_stdv,WS_40a_mean,WS_40a_min,WS_40a_max,WS_40a_stdv,WS_20_mean,WS_20_min,WS_20_max,WS_20_stdv,WS_10_mean,WS_10_min,WS_10_max,WS_10_stdv,WD_60_mean,WD_60_min,WD_60_max,WD_60_stdv,WD_20_mean,WD_20_min,WD_20_max,WD_20_stdv,Tair_mean,Tair_min,Tair_max,Tair_stdv,Tgrad_mean,Tgrad_min,Tgrad_max,Tgrad_stdv,Pbaro_mean,Pbaro_min,Pbaro_max,Pbaro_stdv,RH_mean,RH_min,RH_max,RH_stdv,,year,month
2018-01-01 03:30:00, WM05,12.0099,7.0472,15.1216,1.7273,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.0362,7.3663,14.8305,1.7199,9.8387,6.096,13.5442,1.692,8.4625,4.5854,12.7279,1.7919999999999998,274.32,256.72,290.72,5.847,271.72,248.12,301.02,6.934,13.52,13.37,13.68,0.0761,-0.311,-0.36700000000000005,-0.29600000000000004,0.027000000000000003,975.7,975.4,975.9,0.0782,100.0,100.0,100.0,0.1572,,2018,1
2018-01-01 03:40:00, WM05,11.9664,9.2211,14.5005,1.1385,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.6754,7.6773,13.2754,1.1072,9.4787,6.7167,12.9236,1.0788,8.2433,4.8985,11.7884,1.1669,273.62,261.02,286.52,4.607,272.32,245.42,288.82,6.037000000000001,13.23,13.01,13.44,0.1116,-0.294,-0.40299999999999997,-0.11699999999999999,0.065,975.7,975.5,975.9,0.0693,100.0,100.0,100.0,0.2004,,2018,1
2018-01-01 03:50:00, WM05,12.1962,9.5316,15.1216,0.9559,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.0673,8.2994,13.5864,0.9654,9.578,5.4753,12.9236,1.1203,8.1117,4.2722,11.7884,1.3498,271.92,259.82,284.02,4.362,270.92,252.02,293.72,6.403,13.41,13.27,13.54,0.0644,-0.139,-0.22399999999999998,-0.08199999999999999,0.026000000000000002,975.8,975.6,976.1,0.083,100.0,100.0,100.0,0.2166,,2018,1
2018-01-01 04:00:00, WM05,12.513,9.8422,16.0533,1.1105,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.3348,8.6104,15.4525,1.0904,9.727,7.3374,12.6132,1.008,8.2683,5.2117,11.7884,1.2364,265.72,251.52,283.62,4.272,264.42,244.12,281.92,5.981,13.57,13.4,13.74,0.0795,-0.11800000000000001,-0.22399999999999998,-0.01,0.083,976.1,975.9,976.2,0.0705,100.0,100.0,100.0,0.986,,2018,1
2018-01-01 04:10:00, WM05,11.7179,9.5316,13.2583,0.731,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.6319,8.2994,12.9644,0.8702,9.1063,6.4063,11.6822,1.0347,7.88,4.5854,11.162,1.1719,262.32,254.22,273.62,3.178,262.52,247.22,277.02,4.959,13.54,13.46,13.66,0.0413,0.048,-0.08199999999999999,0.205,0.08900000000000001,976.1,975.9,976.3,0.0646,100.0,100.0,100.0,1.254,,2018,1
2018-01-01 04:20:00, WM05,11.867,9.2211,16.9849,1.5658,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.7501,7.0553,15.7635,1.504,9.3174,6.096,15.095999999999998,1.5958,7.9865,4.8985,13.9806,1.8114,255.72,226.22,280.22,8.73,254.92,226.82,287.12,9.86,13.49,13.25,13.66,0.1034,0.091,-0.22399999999999998,0.276,0.191,976.2,975.9,976.5,0.1256,100.0,100.0,100.0,2.2840000000000003,,2018,1
2018-01-01 04:30:00, WM05,12.0285,9.2211,14.8111,1.0497,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.9616,7.9884,14.2085,1.0792,9.6401,6.4063,12.3029,1.2009999999999998,8.262,5.5249,11.162,1.1957,258.12,245.92,271.22,4.437,259.02,244.42,272.72,5.261,13.48,13.28,13.69,0.1067,-0.066,-0.22399999999999998,0.205,0.10400000000000001,976.1,975.9,976.2,0.0627,100.0,100.0,100.0,5.4479999999999995,,2018,1
2018-01-01 04:40:00, WM05,12.749,10.1527,15.1216,1.0043,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.5525,8.9214,14.2085,0.9983,9.8946,6.7167,12.6132,1.1669,8.5564,5.5249,11.4752,1.2339,260.32,249.22,273.32,4.4,260.22,237.32,278.12,5.62,13.67,13.56,13.76,0.0369,0.23600000000000002,0.062,0.384,0.071,976.2,975.9,976.4,0.0683,100.0,100.0,100.0,1.5590000000000002,,2018,1
2018-01-01 04:50:00, WM05,12.9105,10.4633,14.5005,0.7869,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.5711,9.2324,13.2754,0.8024,10.0063,7.3374,12.9236,0.9801,8.7944,5.5249,11.7884,1.1111,263.12,251.62,273.92,3.998,262.82,247.02,278.52,5.1080000000000005,13.71,13.59,13.81,0.0396,0.363,0.312,0.455,0.027999999999999997,976.3,975.9,976.5,0.1486,100.0,100.0,100.0,3.18,,2018,1
2018-01-01 05:00:00, WM05,12.5067,9.5316,15.1216,0.8540000000000001,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.2539,8.9214,13.8974,0.8764,9.8512,7.027,11.9925,1.0639,8.6504,5.5249,11.162,1.1349,264.02,253.62,275.12,3.7969999999999997,262.82,249.42,279.02,4.901,13.67,13.56,13.86,0.06,0.17600000000000002,0.062,0.348,0.07400000000000001,976.5,976.3,976.6,0.0545,100.0,100.0,100.0,0.6924,,2018,1
2018-01-01 05:10:00, WM05,11.6061,9.2211,13.8794,0.9863,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.3582,7.3663,13.2754,1.1768,8.7339,5.7856,11.9925,1.2867,7.5104,4.2722,11.162,1.3247,266.82,253.42,280.82,3.977,267.02,252.32,283.62,5.797999999999999,13.7,13.54,13.83,0.0611,0.071,-0.01,0.205,0.059000000000000004,976.6,976.4,976.8,0.0549,100.0,100.0,100.0,0.83,,2018,1
2018-01-01 05:20:00, WM05,8.5068,5.805,11.0844,1.136,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,7.6089,5.8113,10.4764,1.0313,6.5491,5.1649,9.5098,0.895,5.6376,3.3327,8.0303,0.9126,270.32,258.62,280.82,4.279,271.12,255.42,287.52,5.445,13.51,13.32,13.69,0.0753,-0.05,-0.18899999999999997,0.062,0.063,976.7,976.5,976.8,0.0502,100.0,100.0,100.0,1.13,,2018,1
2018-01-01 05:30:00, WM05,10.5192,6.4261,13.8794,1.4745,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,9.4687,5.5003,13.2754,1.5556,8.2374,4.8546,11.6822,1.53,7.0532,3.6458,10.8489,1.4869999999999999,262.22,249.62,279.62,5.4,263.82,245.52,285.82,6.665,13.58,13.28,13.78,0.1567,-0.022000000000000002,-0.18899999999999997,0.133,0.079,976.7,976.5,976.8,0.0616,100.0,100.0,100.0,4.697,,2018,1
2018-01-01 05:40:00, WM05,11.2335,8.6,15.1216,1.1894,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.0845,7.6773,13.5864,1.1893,8.4111,5.4753,11.9925,1.157,7.097,4.2722,10.5357,1.237,261.72,246.72,272.92,4.675,262.62,243.42,278.82,5.971,13.78,13.62,13.98,0.0778,0.166,-0.01,0.205,0.049,976.8,976.5,976.9,0.0527,100.0,92.8,100.0,5.877999999999999,,2018,1
2018-01-01 05:50:00, WM05,12.1713,9.5316,15.7427,1.1602,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.0051,7.6773,13.8974,1.0027,9.6587,6.7167,13.2339,1.0254,8.3059,4.8985,13.0411,1.2527,256.62,240.12,273.52,5.012,256.42,236.82,272.32,6.121,13.99,13.84,14.12,0.0579,0.128,-0.01,0.205,0.042,977.0,976.7,977.1,0.0899,96.8,93.3,100.0,2.026,,2018,1
2018-01-01 06:00:00, WM05,11.6123,8.9105,15.4322,1.1192,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.4204,8.2994,13.2754,1.0021,8.9139,6.096,11.9925,1.0508,7.4666,4.5854,10.5357,1.1544,259.02,239.82,277.52,5.37,258.22,241.92,275.22,7.346,13.94,13.81,14.1,0.0679,0.109,-0.01,0.24,0.071,977.1,976.9,977.3,0.0764,97.6,88.7,100.0,3.718,,2018,1
2018-01-01 06:10:00, WM05,11.9291,8.9105,15.1216,1.218,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.5759,7.6773,13.5864,1.1507,8.8829,6.096,11.9925,1.0241,7.5042,4.2722,10.2225,1.1262,261.62,247.72,278.92,5.226,263.92,248.52,285.12,6.09,13.9,13.74,14.03,0.0567,0.16699999999999998,0.09699999999999999,0.312,0.043,977.2,977.0,977.5,0.1266,87.9,83.2,92.2,2.33,,2018,1
2018-01-01 06:20:00, WM05,12.513,9.8422,15.1216,0.9956,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.4592,8.6104,13.8974,1.0804,9.8139,6.4063,12.9236,1.1787,8.5439,5.8381,12.4147,1.2752,258.92,243.42,272.92,4.712,259.22,238.22,281.02,6.1,14.02,13.9,14.15,0.05,0.022000000000000002,-0.153,0.133,0.059000000000000004,977.5,977.3,977.7,0.0741,83.2,82.5,84.0,0.3655,,2018,1
2018-01-01 06:30:00, WM05,12.5999,8.6,16.0533,1.413,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.764000000000001,7.6773,14.8305,1.555,10.3725,6.096,14.1649,1.6107,9.0763,4.5854,12.7279,1.6078,260.52,240.72,278.92,6.426,260.22,236.12,290.52,7.711,13.94,13.72,14.13,0.0985,-0.09699999999999999,-0.22399999999999998,-0.01,0.067,977.5,977.2,977.8,0.0806,83.0,80.8,85.5,1.037,,2018,1
2018-01-01 06:40:00, WM05,12.6993,10.1527,16.0533,1.1546,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.4778,8.9214,14.2085,1.1227,9.907,6.7167,12.9236,1.1942,8.6441,5.2117,12.4147,1.3222,260.32,245.92,272.82,4.498,260.12,244.52,286.32,5.979,13.93,13.76,14.08,0.0754,-0.165,-0.26,-0.08199999999999999,0.042,977.6,977.4,977.8,0.0722,83.2,81.7,85.0,0.86,,2018,1
2018-01-01 06:50:00, WM05,11.8297,9.2211,15.1216,0.9341,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.6879,8.2994,13.2754,1.0748,9.367,6.7167,12.6132,1.0986,8.1618,4.5854,11.7884,1.2164,263.02,248.02,273.72,4.373,263.82,242.02,281.02,6.14,13.89,13.74,14.06,0.0615,-0.209,-0.22399999999999998,-0.08199999999999999,0.033,977.8,977.6,978.0,0.0844,86.8,84.6,88.0,0.8109999999999999,,2018,1
2018-01-01 07:00:00, WM05,11.0099,8.2894,13.8794,1.1018,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,10.0721,6.7443,12.6534,1.0611,8.8643,6.096,12.6132,1.1266,7.5918,4.5854,10.5357,1.2145,262.52,246.32,277.92,4.901,262.62,248.12,288.22,6.347,13.93,13.81,14.06,0.0586,-0.303,-0.51,-0.11699999999999999,0.10099999999999999,978.0,977.8,978.2,0.0785,86.4,84.9,87.8,0.6278,,2018,1
2018-01-01 07:10:00, WM05,10.1838,7.0472,13.2583,1.1074,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,9.4439,7.0553,12.6534,1.0692,8.4111,5.7856,11.0615,1.1203,7.5856,4.8985,10.8489,1.2652,260.62,232.92,277.02,6.705,261.32,236.02,280.12,7.391,14.32,14.03,14.64,0.168,-0.499,-0.653,-0.40299999999999997,0.052000000000000005,978.0,977.8,978.2,0.0734,83.0,78.98,85.1,1.444,,2018,1
2018-01-01 07:20:00, WM05,13.220999999999998,8.6,17.2955,1.4509,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,12.3486,8.6104,15.7635,1.5028,11.1112,7.027,15.095999999999998,1.62,9.7465,5.5249,13.6674,1.6517,249.92,232.92,268.22,5.602,249.12,229.82,265.52,6.281000000000001,14.41,14.15,14.68,0.1502,-0.32299999999999995,-0.475,-0.29600000000000004,0.038,978.2,978.0,978.4,0.0801,77.83,74.52,80.7,1.479,,2018,1
2018-01-01 07:30:00, WM05,12.8359,9.5316,16.6744,1.4851,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.8573,7.3663,16.0745,1.4748,10.4346,6.4063,14.1649,1.5207,9.2767,5.5249,13.6674,1.5219999999999998,246.82,228.32,262.72,5.992999999999999,247.72,227.22,272.22,6.912999999999999,14.35,14.15,14.68,0.1611,-0.46,-0.653,-0.29600000000000004,0.133,978.3,978.1,978.4,0.0695,78.72,76.43,80.5,1.0390000000000001,,2018,1
2018-01-01 07:40:00, WM05,12.6931,8.9105,15.4322,1.2838,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.9568,8.2994,16.0745,1.5127,10.7263,6.7167,15.095999999999998,1.5883,9.5335,5.5249,13.9806,1.6379,255.22,238.22,272.62,5.955,254.42,229.22,276.22,7.397,14.65,14.56,14.74,0.0347,-0.425,-0.581,-0.332,0.07,978.4,978.2,978.6,0.0716,78.24,76.8,79.63,0.5882,,2018,1
2018-01-01 07:50:00, WM05,12.3825,9.5316,14.8111,1.0733,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.4032,8.6104,14.2085,1.1520000000000001,10.1801,6.7167,13.8546,1.2954,8.9698,5.8381,12.4147,1.3559999999999999,255.42,238.62,273.12,4.966,255.22,235.72,272.42,6.5120000000000005,14.55,14.4,14.66,0.0413,-0.305,-0.36700000000000005,-0.29600000000000004,0.021,978.5,978.2,978.6,0.0791,78.27,77.11,79.42,0.4983,,2018,1
2018-01-01 08:00:00, WM05,10.5564,7.6683,13.2583,1.1273,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,9.9912,7.3663,12.9644,1.2023,9.1932,6.096,12.3029,1.3382,8.1994,4.8985,11.4752,1.3391,253.02,232.62,270.72,5.705,253.32,234.82,275.12,6.013,14.51,14.42,14.66,0.0425,-0.451,-0.581,-0.29600000000000004,0.096,978.6,978.4,978.8,0.0734,80.0,77.92,81.5,0.7702,,2018,1
2018-01-01 08:10:00, WM05,12.1154,8.6,16.0533,1.7975,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.4281,7.0553,15.1415,1.9251,10.2484,6.096,14.7856,1.9049,9.0199,5.5249,13.9806,1.8264,251.72,238.52,268.92,5.915,252.42,231.62,275.62,7.4079999999999995,14.82,14.56,15.05,0.1205,-0.596,-0.7959999999999999,-0.439,0.063,978.8,978.4,979.1,0.1112,76.2,73.06,80.4,2.261,,2018,1
2018-01-01 08:20:00, WM05,12.5005,8.2894,16.3638,1.5596,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,11.6769,7.9884,16.3855,1.6545,10.4718,7.027,15.4063,1.8894,9.308,4.8985,15.2333,1.8465,245.72,230.42,266.92,6.346,244.72,219.42,271.72,8.01,14.81,14.74,14.93,0.0348,-0.485,-0.581,-0.36700000000000005,0.057999999999999996,979.0,978.8,979.2,0.0799,74.21,71.86,76.46,0.877,,2018,1
2018-01-01 08:30:00, WM05,14.4943,10.4633,18.2272,1.4894,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,13.5367,8.6104,17.0075,1.713,11.8808,7.957999999999999,16.027,1.7826,10.542,6.1512,15.8597,1.8095,244.82,232.22,258.92,4.455,244.82,222.92,266.62,6.727,14.81,14.69,14.96,0.0639,-0.562,-0.7959999999999999,-0.439,0.111,979.1,978.9,979.4,0.0742,72.1,68.63,75.16,1.974,,2018,1
2018-01-01 08:40:00, WM05,13.9788,11.0844,16.3638,1.1416,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,13.0142,9.2324,16.0745,1.5078,11.4215,7.6477,15.7167,1.5039,10.1474,5.5249,13.9806,1.5602,242.02,222.12,257.22,5.321000000000001,241.32,218.22,261.22,6.364,14.74,14.62,14.84,0.044000000000000004,-0.402,-0.474,-0.332,0.033,979.2,978.8,979.5,0.1037,71.49,69.61,72.98,0.7137,,2018,1
2018-01-01 08:50:00, WM05,12.9229,8.6,16.9849,1.5416,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,12.1185,8.9214,16.3855,1.6203,10.6456,7.027,15.095999999999998,1.7218,9.4208,5.5249,14.2938,1.7732,244.92,229.92,256.72,4.628,244.22,224.72,265.92,7.603,14.67,14.59,14.76,0.0317,-0.433,-0.51,-0.36700000000000005,0.031,979.4,979.2,979.7,0.0925,74.49,72.85,76.35,0.8809999999999999,,2018,1
2018-01-01 09:00:00, WM05,13.1962,9.2211,16.6744,1.5565,0.20879999999999674,0.20879999999999674,0.20879999999999674,0.0,12.4357,9.2324,15.7635,1.2509,10.9374,7.027,15.095999999999998,1.4599,9.5586,5.2117,14.9201,1.7143,244.42,229.82,262.12,5.356,244.62,225.12,278.72,7.337000000000001,14.61,14.52,14.72,0.0393,-0.494,-0.581,-0.439,0.063,979.6,979.3,979.9,0.0895,76.25,75.03,77.45,0.5359,,2018,1
